gene	term	evidence
Acp62F	GO:0045861	TAS
Acp62F	GO:0030162	TAS
Acp62F	GO:0045861	ISS
Acp62F	GO:0032504	HEP
Acp62F	GO:0046692	IMP
Acp62F	GO:0045861	IMP
Acp62F	GO:0032504	HEP
Acp62F	GO:0032504	HEP
Acp63F	GO:0032504	HEP
Acp63F	GO:0032504	HEP
Acp65Aa	GO:0040003	ISM
Acp76A	GO:0032504	HEP
Acp76A	GO:0032504	HEP
Acp76A	GO:0032504	HEP
Acp76A	GO:0010951	IBA
Acp95EF	GO:0032504	HEP
Acp95EF	GO:0032504	HEP
Acp98AB	GO:0045434	NAS
Acp98AB	GO:0032504	HEP
Acph-1	GO:0016311	IDA
Acph-1	GO:0016311	ISS
Acsl	GO:0007399	IMP
Acsl	GO:0010890	IMP
Acsl	GO:0007411	IMP
Acsl	GO:0007268	IMP
Acsl	GO:0035282	IMP
Acsl	GO:0001676	ISS
Acsl	GO:0061502	IMP
Acsl	GO:0030514	IGI
Acsl	GO:0030514	IGI
Acsl	GO:0030514	IMP
Acsl	GO:0045886	IMP
Acsl	GO:0006655	IMP
Acsl	GO:0035338	IMP
Acsl	GO:0006633	TAS
Act42A	GO:0007010	ISS
Act42A	GO:0000281	IMP
Act57B	GO:0007010	ISS
Act57B	GO:0007507	NAS
Act57B	GO:0000281	IMP
Act57B	GO:0098529	IMP
Act57B	GO:0050807	IMP
Act5C	GO:0007010	ISS
Act5C	GO:0007291	IEP
Act5C	GO:0000281	IMP
Act5C	GO:0000281	IMP
Act5C	GO:0006338	IC
Act5C	GO:0032507	IMP
Act5C	GO:0000281	IMP
Act5C	GO:0035148	IGI
Act5C	GO:0035148	IGI
Act79B	GO:0007010	ISS
Act87E	GO:0007010	ISS
Act87E	GO:0016573	IDA
Act87E	GO:0043486	IDA
Act88F	GO:0007010	ISS
Act88F	GO:0014866	IMP
Act88F	GO:0071689	IMP
Actbeta	GO:0048813	NAS
Actbeta	GO:0060395	IBA
Actbeta	GO:0048468	IBA
Actbeta	GO:0043408	IBA
Actbeta	GO:0042981	IBA
Actbeta	GO:0010862	IBA
Actn	GO:0051017	IMP
Actn	GO:0007016	ISS
Actn	GO:0031532	IMP
Actn	GO:0045214	IDA
Actn	GO:0045214	IMP
Acyp2	GO:0044237	TAS
AdSL	GO:0006163	ISS
AdSL	GO:0044208	IBA
AdSS	GO:0044208	IBA
AdSS	GO:0046040	IBA
Ada	GO:0006154	IBA
Ada	GO:0046103	IBA
Ada1-1	GO:0043966	IDA
Ada1-1	GO:0016573	ISS
Ada1-1	GO:0006366	ISS
Ada1-1	GO:0043966	IBA
Ada1-1	GO:0006357	IBA
Ada1-2	GO:0043966	IDA
Ada1-2	GO:0006366	ISS
Ada1-2	GO:0016573	ISS
Ada1-2	GO:0043966	IBA
Ada1-2	GO:0006357	IBA
Ada2a	GO:0042789	IDA
Ada2a	GO:0006357	IEA
Ada2a	GO:0035065	IEA
Ada2a	GO:0043967	IDA
Ada2a	GO:0043966	IDA
Ada2a	GO:0006338	IDA
Ada2a	GO:0016573	IDA
Ada2b	GO:0006338	IDA
Ada2b	GO:0006355	IDA
Ada2b	GO:0035066	IMP
Ada2b	GO:0043966	IMP
Ada2b	GO:0035222	IGI
Ada2b	GO:0043966	IDA
Ada2b	GO:0035079	IMP
Ada2b	GO:2000331	IMP
Ada2b	GO:0006357	IBA
Ada2b	GO:0006338	IBA
Ada2b	GO:0035066	IBA
Ada3	GO:0043966	IDA
Ada3	GO:0043967	IDA
Ada3	GO:0043966	IDA
Ada3	GO:0043970	IMP
Ada3	GO:0043983	IMP
Ada3	GO:0048096	IMP
Ada3	GO:0035066	IDA
Ada3	GO:0044154	IMP
Ada3	GO:0043987	IMP
Ada3	GO:0016573	IDA
Ada3	GO:0006338	IDA
Ada3	GO:0043966	IBA
Ada3	GO:0006357	IBA
Ada3	GO:0043967	IBA
AdamTS-A	GO:0006508	IEA
AdamTS-A	GO:0008078	IMP
AdamTS-A	GO:0007436	IMP
AdamTS-A	GO:0030198	IMP
AdamTS-A	GO:0007427	IMP
AdamTS-A	GO:0007280	IMP
Adar	GO:0030534	IMP
Adar	GO:0006382	IMP
Adar	GO:0008344	IMP
Adar	GO:0006382	IDA
Adar	GO:0001666	IMP
Adar	GO:0042391	IMP
Adar	GO:0006979	IMP
Adar	GO:0009408	IMP
Adar	GO:0008344	IMP
Adar	GO:0016556	IMP
Adar	GO:0016556	TAS
Adar	GO:0001666	TAS
Adar	GO:0007626	IMP
Adar	GO:0016556	IDA
Adar	GO:0009451	IDA
Adar	GO:0042752	IDA
Adar	GO:0006382	IDA
Adar	GO:0009451	IDA
Adar	GO:0045475	IMP
Adar	GO:0008049	IMP
Adar	GO:0006382	IMP
Adar	GO:0042391	IMP
Adar	GO:0060964	IMP
Adar	GO:0006382	IBA
Adar	GO:0006396	IBA
Adat1	GO:0006400	IDA
Adat1	GO:0008033	IMP
Adat1	GO:0006396	IBA
Adat1	GO:0006382	IBA
Adck	GO:0007005	ISS
Adck	GO:0055088	ISS
Adck	GO:0006468	IMP
AdenoK	GO:0006166	IEA
AdenoK	GO:0006167	ISS
Adf1	GO:0045944	IDA
Adf1	GO:0007416	IMP
Adf1	GO:0007613	IMP
Adf1	GO:0008355	NAS
Adf1	GO:0007611	NAS
Adf1	GO:0008345	NAS
Adf1	GO:0007616	TAS
Adf1	GO:0050773	IMP
Adgf-A	GO:0008284	IDA
Adgf-A	GO:0006154	IDA
Adgf-A	GO:0042386	IMP
Adgf-A	GO:0006109	IMP
Adgf-A	GO:0043617	IMP
Adgf-A	GO:0035167	IGI
Adgf-A	GO:0046103	IBA
Adgf-A	GO:0006154	IBA
Adgf-A2	GO:0007286	IEP
Adgf-A2	GO:0006154	ISS
Adgf-A2	GO:0006154	IBA
Adgf-A2	GO:0046103	IBA
Adgf-B	GO:0006154	ISS
Adgf-B	GO:0046103	IBA
Adgf-B	GO:0006154	IBA
Adgf-C	GO:0006154	ISS
Adgf-C	GO:0006154	IBA
Adgf-C	GO:0046103	IBA
Adgf-D	GO:0008284	IDA
Adgf-D	GO:0006154	IDA
Adgf-D	GO:0006154	IBA
Adgf-D	GO:0046103	IBA
Adgf-E	GO:0006154	IDA
Adgf-E	GO:0006154	IKR
Adgf-E	GO:0046103	IBA
Adgf-E	GO:0006154	IBA
Adh	GO:0055114	IDA
Adh	GO:0006066	IDA
Adh	GO:0006117	IDA
Adh	GO:0006069	IDA
Adh	GO:0006067	IMP
Adh	GO:0006117	IMP
Adh	GO:0046164	IMP
Adh	GO:0048149	IMP
Adhr	GO:0055114	IEA
Adi1	GO:0055114	IEA
Adi1	GO:0019509	ISS
Adi1	GO:0009086	IMP
Adi1	GO:0006555	IMP
Adi1	GO:2000243	IMP
Adi1	GO:0006555	IBA
AdipoR	GO:0019395	ISS
AdipoR	GO:0009755	ISS
AdipoR	GO:0042593	IMP
AdipoR	GO:0070328	IMP
AdipoR	GO:0032024	IMP
AdipoR	GO:0009755	IMP
AdipoR	GO:0036099	IMP
AdipoR	GO:0033211	IBA
Adk1	GO:0046034	IEA
Adk1	GO:0006139	ISS
Adk1	GO:0006207	ISS
Adk2	GO:0006172	ISS
Adk3	GO:0006172	ISS
AdoR	GO:0007186	ISS
AdoR	GO:0001973	IDA
AdoR	GO:0001973	IDA
AdoR	GO:0007268	IMP
AdoR	GO:0008306	IMP
AdoR	GO:0090281	IMP
AdoR	GO:0006109	IGI
AdoR	GO:0007189	IDA
Aduk	GO:0006468	NAS
Aduk	GO:0006468	ISS
Aduk	GO:0006914	IMP
Aduk	GO:2000786	IMP
Aduk	GO:0046777	IBA
Aduk	GO:0000045	IBA
Aduk	GO:0010506	IBA
Adv	GO:0008586	IMP
Afti	GO:0046907	IMP
Afti	GO:0048749	IMP
Afti	GO:0042051	IMP
Afti	GO:0046907	IBA
Ag5r	GO:0032504	IBA
Ag5r2	GO:0032504	IBA
Agpat1	GO:0006654	IBA
Agpat2	GO:0048149	IMP
Agpat2	GO:0006654	IBA
Agpat3	GO:0006644	IBA
Agpat4	GO:0006644	IBA
Ahcy	GO:0019510	IEA
Akap200	GO:0046580	IGI
Akap200	GO:0046580	IGI
Akap200	GO:0032956	IMP
Akap200	GO:0007281	IMP
Akap200	GO:0048149	IMP
Akap200	GO:0090175	IMP
Akap200	GO:0007623	IMP
Akap200	GO:0045747	IDA
Akap200	GO:2000249	IMP
Akap200	GO:0071361	IMP
Akap200	GO:1905477	IMP
Akh	GO:0007218	TAS
Akh	GO:0007218	IEP
Akh	GO:0009743	IEP
Akh	GO:0032024	IMP
Akh	GO:0042593	IMP
Akh	GO:0010898	IGI
Akh	GO:0055088	IMP
Akh	GO:0033500	IMP
Akh	GO:0042594	IMP
AkhR	GO:0007186	ISM
AkhR	GO:0007186	IDA
AkhR	GO:0007186	IDA
AkhR	GO:0016042	IMP
AkhR	GO:0055088	IMP
AkhR	GO:0033500	IMP
AkhR	GO:0070328	IMP
AkhR	GO:0055088	IMP
AkhR	GO:0009267	IMP
AkhR	GO:0007186	IBA
AkhR	GO:0032870	IBA
Akt1	GO:0043066	IMP
Akt1	GO:0008286	IDA
Akt1	GO:0008284	IMP
Akt1	GO:0045793	IMP
Akt1	GO:0046622	IMP
Akt1	GO:0030307	IMP
Akt1	GO:0045793	IMP
Akt1	GO:0008286	IDA
Akt1	GO:0035556	IGI
Akt1	GO:0046622	IMP
Akt1	GO:0040014	IMP
Akt1	GO:0030307	IMP
Akt1	GO:0008362	IGI
Akt1	GO:0007424	IMP
Akt1	GO:0030307	IMP
Akt1	GO:1904262	IGI
Akt1	GO:0006468	IDA
Akt1	GO:0008286	IMP
Akt1	GO:0008284	IGI
Akt1	GO:0008286	IMP
Akt1	GO:0007427	IMP
Akt1	GO:0008286	IMP
Akt1	GO:0008286	IDA
Akt1	GO:0030307	IMP
Akt1	GO:0060292	IMP
Akt1	GO:0008286	IDA
Akt1	GO:0010884	IGI
Akt1	GO:0032869	IDA
Akt1	GO:0008286	IDA
Akt1	GO:0030307	IMP
Akt1	GO:0010884	IMP
Akt1	GO:0050773	IMP
Akt1	GO:0045793	IMP
Akt1	GO:0048010	IGI
Akt1	GO:0035206	IMP
Akt1	GO:0035264	IMP
Akt1	GO:0006629	IMP
Akt1	GO:0010897	IMP
Akt1	GO:0007623	IMP
Akt1	GO:0006979	IMP
Akt1	GO:0048680	IMP
Akt1	GO:0031104	IMP
Akt1	GO:0045886	IMP
Akt1	GO:0007525	IMP
Akt1	GO:0007520	IMP
Akt1	GO:0048477	IMP
Akt1	GO:0090278	IMP
Akt1	GO:1901215	IGI
Akt1	GO:0048010	IMP
Akt1	GO:0042632	IMP
Akt1	GO:1904263	IMP
Akt1	GO:0018105	IBA
Akt1	GO:0035556	IBA
AlaRS	GO:0006419	TAS
AlaRS	GO:0006400	IBA
AlaRS	GO:0006419	IBA
AlaRS-m	GO:0006419	TAS
AlaRS-m	GO:0006400	IBA
AlaRS-m	GO:0006419	IBA
Aladin	GO:0006913	ISS
Aladin	GO:0006913	IBA
Alas	GO:0006783	ISS
Alas	GO:0006783	ISS
Alas	GO:0040003	IMP
Ald1	GO:0006096	IDA
Ald1	GO:0007498	NAS
Ald1	GO:0042593	IMP
Ald2	GO:0006096	IEA
Aldh	GO:0006117	IMP
Aldh	GO:0006090	ISS
Aldh	GO:0055114	IEA
Aldh	GO:0045471	IMP
Aldh	GO:1901215	IMP
Aldh-III	GO:0006081	IEA
Aldh-III	GO:0055114	IEA
Alg-2	GO:0046330	IDA
Alg1	GO:0006486	IBA
Alg10	GO:0006488	IEA
Alg10	GO:0006487	ISS
Alg11	GO:0006490	IBA
Alg11	GO:0006487	IBA
Alg14	GO:0006488	IEA
Alg2	GO:0033577	IBA
Alg2	GO:0006490	IBA
Alh	GO:0002168	IMP
Alh	GO:0007591	IMP
Alh	GO:0006355	IMP
Alh	GO:0007482	IGI
Alh	GO:0045433	IMP
Alh	GO:0007526	IMP
Alh	GO:0007526	IEP
Alk	GO:0006468	NAS
Alk	GO:0000186	IMP
Alk	GO:0048565	IMP
Alk	GO:0007522	IMP
Alk	GO:0007522	IMP
Alk	GO:0007169	IEA
Alk	GO:0007411	IMP
Alk	GO:0007498	IMP
Alk	GO:0042051	IMP
Alk	GO:0090328	IMP
Alk	GO:0040008	IMP
Alk	GO:0070374	IMP
Alk	GO:0045792	IMP
Alk	GO:0043410	IMP
Alk	GO:1900074	IMP
Alk	GO:0043066	IBA
Alk	GO:0009968	IBA
Alk	GO:0070374	IBA
Alk	GO:0030154	IBA
AlkB	GO:0055114	IEA
Alp1	GO:0016311	ISS
Alp10	GO:0016311	ISS
Alp11	GO:0016311	ISS
Alp12	GO:0016311	ISS
Alp13	GO:0008150	ND
Alp2	GO:0016311	ISS
Alp4	GO:0042045	IMP
Alp4	GO:0007399	IEP
Alp4	GO:0032504	IEP
Alp4	GO:0032504	HEP
Alp4	GO:0016311	ISS
Alp5	GO:0016311	ISS
Alp6	GO:0016311	ISS
Alp7	GO:0016311	ISS
Alp8	GO:0016311	ISS
Alp9	GO:0016311	ISS
Alr	GO:0055114	IEA
Alr	GO:0042246	IEP
Alr	GO:0042246	IMP
Als2	GO:0035011	IMP
Als2	GO:0032483	ISM
Als2	GO:0043087	IMP
Als2	GO:0043547	IDA
Amacr	GO:0001561	NAS
Amnionless	GO:0097017	IMP
Amnionless	GO:0097206	IMP
Amph	GO:0008104	IMP
Amph	GO:0042052	IMP
Amph	GO:0048488	IMP
Amph	GO:0045313	IMP
Amph	GO:0006937	IMP
Amph	GO:0048488	IMP
Amph	GO:0048488	IEP
Amph	GO:0048488	IMP
Amph	GO:0006887	TAS
Amt	GO:0050911	IMP
Amt	GO:1903718	IMP
Amt	GO:0072488	IBA
Amun	GO:0022416	IMP
Amun	GO:0035220	IGI
Amun	GO:0048749	IGI
Amy-d	GO:0005975	TAS
Amy-d	GO:0005975	IEA
Amy-p	GO:0005975	TAS
Amy-p	GO:0005975	IEA
Amyrel	GO:0005975	IEA
Ance	GO:0007552	IEP
Ance	GO:0007291	IMP
Ance	GO:0007289	IMP
Ance	GO:0006508	IDA
Ance	GO:0009609	IMP
Ance	GO:0009609	IEP
Ance-2	GO:0006508	IEA
Ance-3	GO:0006508	IEA
Ance-4	GO:0006508	IEA
Ance-5	GO:0006508	IEA
Andorra	GO:0008150	ND
Ank	GO:0007016	IDA
Ank	GO:0007165	IEA
Ank2	GO:0007165	IEA
Ank2	GO:0048675	IMP
Ank2	GO:0007528	IMP
Ank2	GO:0000226	IMP
Ank2	GO:0000226	IMP
Ank2	GO:0007528	IMP
Ank2	GO:0070050	IGI
Ank2	GO:1900074	IMP
Ank2	GO:0007605	IMP
Ank2	GO:0007614	IMP
Ank2	GO:0045887	IMP
Ankle2	GO:0000902	IMP
Ankle2	GO:0035307	IBA
Ankle2	GO:0042326	IBA
Ankle2	GO:0007084	IBA
Anp	GO:0006965	IDA
Anp	GO:0006962	IDA
Anp	GO:0009617	TAS
Anp	GO:0032504	HEP
Ant2	GO:0015866	ISS
Ant2	GO:0015867	ISS
Ant2	GO:0055085	IEA
Antp	GO:0007384	TAS
Antp	GO:0009948	TAS
Antp	GO:0009948	IMP
Antp	GO:0007384	IMP
Antp	GO:0007494	TAS
Antp	GO:0045944	IMP
Antp	GO:0007507	IEP
Antp	GO:0007383	IMP
Antp	GO:0048542	IMP
Antp	GO:0014019	IMP
Antp	GO:0042694	IMP
Antp	GO:0007419	HMP
Antp	GO:0050767	IMP
Antp	GO:0000122	IBA
Antp	GO:0009952	IBA
AnxB10	GO:0008150	ND
AnxB9	GO:0048190	IGI
AnxB9	GO:0030011	IMP
AnxB9	GO:0010797	IMP
AnxB9	GO:0032509	IMP
AnxB9	GO:0030011	IBA
AnxB9	GO:0048190	IBA
AnxB9	GO:0010797	IBA
Aos1	GO:0016925	ISS
Aos1	GO:0051092	IDA
Aos1	GO:0007346	IMP
Aos1	GO:0016925	IMP
Aos1	GO:0034126	IMP
ApI	GO:0006281	IDA
ApII	GO:0006281	IDA
Apc	GO:0090090	IGI
Apc	GO:0046673	IMP
Apc	GO:0030720	IGI
Apc	GO:0035293	IGI
Apc	GO:0090090	IGI
Apc	GO:0007405	IGI
Apc	GO:0007420	IGI
Apc	GO:0090090	IGI
Apc	GO:0007447	IGI
Apc	GO:0035293	IGI
Apc	GO:0090090	IGI
Apc	GO:0030951	IMP
Apc	GO:0035293	IGI
Apc	GO:0090090	IGI
Apc	GO:1905126	IMP
Apc	GO:0090090	IMP
Apc	GO:0090090	IGI
Apc	GO:0090090	IGI
Apc	GO:0007367	IGI
Apc	GO:0030707	IGI
Apc	GO:0007389	IBA
Apc	GO:0090090	IBA
Apc	GO:0016477	IBA
Apc	GO:0045732	IBA
Apc	GO:0045595	IBA
Apc	GO:0001708	IBA
Apc	GO:0007026	IBA
Apc2	GO:0090090	IGI
Apc2	GO:0007399	IDA
Apc2	GO:0009968	IMP
Apc2	GO:0000281	IMP
Apc2	GO:0030720	IGI
Apc2	GO:0007155	IMP
Apc2	GO:0030720	IMP
Apc2	GO:0035293	IMP
Apc2	GO:0090090	IMP
Apc2	GO:0090090	IGI
Apc2	GO:0035293	IGI
Apc2	GO:0007405	IGI
Apc2	GO:0007420	IGI
Apc2	GO:0007447	IGI
Apc2	GO:0035293	IGI
Apc2	GO:0090090	IGI
Apc2	GO:0008362	IMP
Apc2	GO:0035190	IMP
Apc2	GO:0090090	IGI
Apc2	GO:0030589	IMP
Apc2	GO:0030951	IMP
Apc2	GO:0030866	IMP
Apc2	GO:0030589	IMP
Apc2	GO:0035293	IGI
Apc2	GO:0090090	IGI
Apc2	GO:0032436	IMP
Apc2	GO:0090090	IMP
Apc2	GO:0090090	IGI
Apc2	GO:0090090	IGI
Apc2	GO:0090090	IMP
Apc2	GO:0007367	IMP
Apc2	GO:0090090	IMP
Apc2	GO:0030707	IGI
Apc2	GO:0016477	IBA
Apc2	GO:0007389	IBA
Apc2	GO:0045732	IBA
Apc2	GO:0007026	IBA
Apc2	GO:0001708	IBA
Apc2	GO:0045595	IBA
Apc2	GO:0090090	IBA
ApepP	GO:0006508	IDA
Apl	GO:0006607	IBA
Apl	GO:0006610	IBA
Aplip1	GO:0046328	IPI
Aplip1	GO:0007254	ISA
Aplip1	GO:0007254	ISA
Aplip1	GO:0019896	IMP
Aplip1	GO:0048490	IMP
Aplip1	GO:0048491	IMP
Aplip1	GO:0046328	ISS
Aplip1	GO:2000331	IMP
Apoltp	GO:0034196	IMP
Apoltp	GO:0015918	IMP
Apoltp	GO:0032370	IMP
Appl	GO:0007422	IMP
Appl	GO:0048812	IMP
Appl	GO:0048678	IMP
Appl	GO:0050808	IMP
Appl	GO:0007616	IDA
Appl	GO:1901215	IMP
Appl	GO:0007611	IMP
Appl	GO:0051602	IMP
Appl	GO:0016319	IMP
Appl	GO:0007616	IMP
Appl	GO:0007614	IMP
Aprt	GO:0009116	IEA
Aprt	GO:0044209	IBA
Aprt	GO:0006168	IBA
Aps	GO:0043647	IDA
Aps	GO:0009117	IDA
Aps	GO:0042593	IMP
Aps	GO:0042594	IMP
Aps	GO:0055088	IMP
Aps	GO:1901911	IBA
Aps	GO:0071543	IBA
Aps	GO:1901907	IBA
Aps	GO:1901909	IBA
Arc1	GO:0003012	IEP
Arc1	GO:0003012	IGI
Arc1	GO:0042595	IDA
Arc1	GO:0048168	IDA
Arc1	GO:0051028	IDA
Arc1	GO:0110077	IDA
Arc2	GO:0008150	ND
Arc42	GO:0055114	IEA
Arc42	GO:0046359	IBA
Archease	GO:0048680	IMP
Archease	GO:0006388	IBA
Arf102F	GO:0006471	IDA
Arf102F	GO:0007269	TAS
Arf102F	GO:0048488	TAS
Arf102F	GO:0048749	IMP
Arf102F	GO:0016192	IBA
Arf102F	GO:0006893	IBA
Arf102F	GO:0006886	IBA
Arf51F	GO:0006471	IDA
Arf51F	GO:0007269	NAS
Arf51F	GO:0048488	TAS
Arf51F	GO:0007520	IMP
Arf51F	GO:0007112	IMP
Arf51F	GO:0007283	IMP
Arf51F	GO:0001745	IGI
Arf51F	GO:0001745	IGI
Arf51F	GO:0001745	IMP
Arf51F	GO:0001745	IGI
Arf51F	GO:0030036	IMP
Arf51F	GO:0001745	IGI
Arf51F	GO:0048149	IMP
Arf51F	GO:0016192	IBA
Arf51F	GO:0006886	IBA
Arf79F	GO:0048488	TAS
Arf79F	GO:0007269	TAS
Arf79F	GO:0010883	IDA
Arf79F	GO:0006892	IMP
Arf79F	GO:0001745	IMP
Arf79F	GO:0048749	IMP
Arf79F	GO:0032011	IGI
Arf79F	GO:0007112	IMP
Arf79F	GO:1902036	IMP
Arf79F	GO:0045807	IMP
Arf79F	GO:1990386	IMP
Arf79F	GO:0043001	IGI
Arf79F	GO:1904801	IMP
Arf79F	GO:0045807	IMP
Arf79F	GO:1904801	IGI
Arf79F	GO:0043001	IMP
Arf79F	GO:0006893	IBA
Arf79F	GO:0016192	IBA
Arf79F	GO:0006886	IBA
ArfGAP1	GO:0043087	ISM
ArfGAP1	GO:0032012	IGI
ArfGAP1	GO:0030100	IBA
ArfGAP1	GO:0032012	IBA
ArfGAP3	GO:0043087	ISM
ArfGAP3	GO:0001745	IMP
ArfGAP3	GO:0006890	IBA
ArfGAP3	GO:0048205	IBA
ArfGAP3	GO:0006888	IBA
Arfip	GO:0048149	IMP
Arfip	GO:0045887	IMP
Arfip	GO:0006886	IBA
Arfrp1	GO:0006886	IBA
Arfrp1	GO:0043001	IBA
Arfrp1	GO:0033365	IBA
ArgRS	GO:0006420	TAS
ArgRS	GO:0006420	IBA
ArgRS-m	GO:0006420	TAS
ArgRS-m	GO:0032543	IBA
ArgRS-m	GO:0006420	IBA
Argk	GO:0016310	ISS
Argl	GO:0042450	IBA
Arl1	GO:0007269	TAS
Arl1	GO:0048488	TAS
Arl1	GO:0033227	IMP
Arl1	GO:0030334	IMP
Arl1	GO:0090158	IMP
Arl1	GO:0070861	IMP
Arl1	GO:0060628	IMP
Arl1	GO:0007030	IMP
Arl1	GO:1903292	IDA
Arl1	GO:1903292	IPI
Arl1	GO:0034067	IMP
Arl1	GO:0033363	IMP
Arl1	GO:0035220	IMP
Arl1	GO:0007431	IMP
Arl1	GO:0006886	IBA
Arl1	GO:0016192	IBA
Arl2	GO:0048488	TAS
Arl2	GO:0007269	TAS
Arl2	GO:0045196	IMP
Arl2	GO:0000132	IMP
Arl2	GO:1902850	IMP
Arl4	GO:0016192	IBA
Arl4	GO:0006886	IBA
Arl5	GO:1903292	IMP
Arl5	GO:0042147	IMP
Arl5	GO:0006886	IBA
Arl5	GO:1903292	IBA
Arl5	GO:0016192	IBA
Arl6	GO:0060271	IEP
Arl6	GO:0060271	ISM
Arl6	GO:0046907	ISS
Arl6	GO:0006886	IBA
Arl6	GO:0016192	IBA
Arl6	GO:0060271	IBA
Arl6	GO:0061512	IBA
Arl6IP1	GO:1990809	IMP
Arl8	GO:0000819	IMP
Arl8	GO:0000819	IMP
Arl8	GO:0001666	IMP
Arp1	GO:0007010	ISS
Arp1	GO:0007018	IDA
Arp1	GO:0008089	IMP
Arp1	GO:0008090	IMP
Arp1	GO:0019896	IMP
Arp1	GO:0000278	HMP
Arp10	GO:0007010	ISS
Arp10	GO:0007018	IDA
Arp2	GO:0007010	ISS
Arp2	GO:0034314	ISS
Arp2	GO:0000902	IMP
Arp2	GO:0007015	IMP
Arp2	GO:0051489	IMP
Arp2	GO:0072553	IMP
Arp2	GO:0045887	IMP
Arp3	GO:0007010	ISS
Arp3	GO:0034314	ISS
Arp3	GO:0007413	IMP
Arp3	GO:0030037	IPI
Arp3	GO:0030589	IPI
Arp3	GO:0007520	IMP
Arp3	GO:0030036	IMP
Arp3	GO:0007520	IMP
Arp3	GO:0007520	IGI
Arp3	GO:0006886	IMP
Arp3	GO:0022416	IMP
Arp3	GO:0030713	IMP
Arp3	GO:0045747	IMP
Arp3	GO:0000902	IMP
Arp3	GO:0051491	IMP
Arp3	GO:0010592	IMP
Arp3	GO:0097320	IMP
Arp3	GO:0072553	IMP
Arp3	GO:0045887	IMP
Arp5	GO:0006351	IMP
Arp5	GO:0006338	ISS
Arp5	GO:0006355	IMP
Arp53D	GO:0007010	ISS
Arp6	GO:0006338	IEA
Arp6	GO:0070828	ISS
Arp8	GO:0006338	ISS
Arp8	GO:0006355	IMP
Arp8	GO:0006351	IMP
Arpc1	GO:0034314	ISS
Arpc1	GO:0008407	IMP
Arpc1	GO:0030037	IMP
Arpc1	GO:0001745	IMP
Arpc1	GO:0007409	IGI
Arpc1	GO:0007413	IGI
Arpc1	GO:0030589	IMP
Arpc1	GO:0030029	IMP
Arpc1	GO:0045747	IMP
Arpc1	GO:0022416	IMP
Arpc1	GO:0006886	IMP
Arpc1	GO:0000902	IMP
Arpc1	GO:0033627	IMP
Arpc1	GO:0051491	IMP
Arpc1	GO:0034314	IBA
Arpc2	GO:0034314	ISS
Arpc2	GO:0030866	IMP
Arpc2	GO:0008360	IMP
Arpc2	GO:0030031	IMP
Arpc2	GO:0000902	IMP
Arpc2	GO:0034314	IBA
Arpc3A	GO:0034314	ISS
Arpc3A	GO:0034314	IBA
Arpc3B	GO:0034314	ISS
Arpc3B	GO:0034314	IBA
Arpc4	GO:0034314	ISS
Arpc4	GO:0008360	IMP
Arpc4	GO:0030031	IMP
Arpc4	GO:0030866	IMP
Arpc4	GO:0042060	IMP
Arpc4	GO:0000902	IMP
Arpc4	GO:0033627	IMP
Arpc5	GO:0034314	ISS
Arpc5	GO:0000902	IMP
Arpc5	GO:0030833	IMP
Arpc5	GO:0016477	IBA
Arpc5	GO:0034314	IBA
Arr1	GO:0016059	IGI
Arr1	GO:0016060	IGI
Arr1	GO:0016060	IGI
Arr1	GO:0016060	NAS
Arr1	GO:0016059	TAS
Arr1	GO:0002032	IMP
Arr1	GO:0007608	IMP
Arr1	GO:0006897	IMP
Arr1	GO:0045494	IMP
Arr2	GO:0016059	IGI
Arr2	GO:0016059	IMP
Arr2	GO:0016060	IMP
Arr2	GO:0016060	IGI
Arr2	GO:0016060	IMP
Arr2	GO:0016060	NAS
Arr2	GO:0016059	IMP
Arr2	GO:0016059	TAS
Arr2	GO:0016059	TAS
Arr2	GO:0016062	IMP
Arr2	GO:0007608	IMP
Arr2	GO:0002032	IMP
Arr2	GO:0045494	IMP
Arr2	GO:0007605	IMP
Ars2	GO:0006397	IEA
Ars2	GO:0000398	IC
Ars2	GO:0050829	IMP
Ars2	GO:0031053	IMP
Ars2	GO:0016246	IMP
Ars2	GO:0045071	IMP
Ars2	GO:0035195	IMP
Ars2	GO:0033168	IMP
Art1	GO:0019919	IDA
Art1	GO:0016571	IDA
Art1	GO:0043985	IDA
Art1	GO:0019919	IBA
Art1	GO:0006355	IBA
Art1	GO:0034969	IBA
Art2	GO:0018216	ISS
Art2	GO:0006355	IBA
Art2	GO:0019919	IBA
Art2	GO:0034969	IBA
Art3	GO:0018216	ISS
Art3	GO:0034969	IBA
Art3	GO:0019919	IBA
Art3	GO:0006355	IBA
Art4	GO:0019919	IDA
Art4	GO:0016571	IDA
Art4	GO:0016571	IDA
Art4	GO:0034969	ISS
Art4	GO:0034969	IBA
Art4	GO:0006355	IBA
Art4	GO:0019919	IBA
Art6	GO:0018216	ISS
Art6	GO:0034969	IBA
Art6	GO:0006355	IBA
Art6	GO:0019919	IBA
Art7	GO:0019919	ISS
Art7	GO:0018216	IMP
Art7	GO:0034969	IBA
Art7	GO:0006355	IBA
Art8	GO:0035246	IDA
Art8	GO:0034970	IDA
Art8	GO:0006355	IBA
Art8	GO:0019919	IBA
Art8	GO:0034969	IBA
Art9	GO:0018216	ISS
Art9	GO:0019919	IBA
Art9	GO:0006355	IBA
Art9	GO:0034969	IBA
